category_set,design_weighted_position_estimate,external_unsafe,pku_unsafe,rendering,sample_response_positions,site
Insulting Behavior | Mental Manipulation | Psychological Harm,723.3929999999995,true,true,prompt_response,57,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Sexual Content,10.813,false,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Sexual Content,12.828,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Violence,53.34600000000001,true,true,prompt_response,7,shieldgemma_9b
Insulting Behavior | Mental Manipulation | White-Collar Crime,10.813,false,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Physical Harm,45.266999999999996,false,true,prompt_response,4,shieldgemma_9b
Insulting Behavior | Physical Harm,5.941,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Privacy Violation | Psychological Harm,25.656,false,true,prompt_response,2,shieldgemma_9b
Insulting Behavior | Physical Harm | Privacy Violation | Psychological Harm,5.941,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Psychological Harm,25.656,false,true,prompt_response,2,shieldgemma_9b
Insulting Behavior | Physical Harm | Psychological Harm,31.596999999999998,true,true,prompt_response,3,shieldgemma_9b
Insulting Behavior | Physical Harm | Psychological Harm | Sexual Content,12.828,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Psychological Harm | Violence,12.828,false,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Psychological Harm | Violence,18.769,true,true,prompt_response,2,shieldgemma_9b
Insulting Behavior | Physical Harm | Sexual Content,5.941,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Violence,10.813,false,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Privacy Violation,75.918,false,true,prompt_response,8,shieldgemma_9b
Insulting Behavior | Privacy Violation,35.523,true,true,prompt_response,4,shieldgemma_9b
Insulting Behavior | Privacy Violation | Psychological Harm,194.25400000000002,false,true,prompt_response,12,shieldgemma_9b
Insulting Behavior | Privacy Violation | Psychological Harm,74.007,true,true,prompt_response,7,shieldgemma_9b
Insulting Behavior | Privacy Violation | Psychological Harm | Sexual Content,5.941,false,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Privacy Violation | Psychological Harm | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Psychological Harm,135.086,false,true,prompt_response,10,shieldgemma_9b
Insulting Behavior | Psychological Harm,643.2559999999995,true,true,prompt_response,54,shieldgemma_9b
Insulting Behavior | Psychological Harm | Sexual Content,57.253,true,true,prompt_response,5,shieldgemma_9b
Insulting Behavior | Psychological Harm | Sexual Content | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Psychological Harm | Violence,10.813,false,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Psychological Harm | Violence,49.297,true,true,prompt_response,4,shieldgemma_9b
Insulting Behavior | Sexual Content,10.813,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Insulting Behavior | White-Collar Crime,25.656,false,true,prompt_response,2,shieldgemma_9b
Mental Manipulation,4655.003999999984,false,true,prompt_response,337,shieldgemma_9b
Mental Manipulation,252.49499999999998,true,true,prompt_response,18,shieldgemma_9b
Mental Manipulation | Physical Harm,42.41,false,true,prompt_response,4,shieldgemma_9b
Mental Manipulation | Physical Harm | Privacy Violation,18.769,true,true,prompt_response,2,shieldgemma_9b
Mental Manipulation | Physical Harm | Privacy Violation | Psychological Harm,12.828,false,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Privacy Violation | Psychological Harm | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Privacy Violation | Sexual Content,5.941,true,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm,132.22500000000002,false,true,prompt_response,14,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm,24.71,true,true,prompt_response,3,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm | Sexual Content,18.769,true,true,prompt_response,2,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm | Sexual Content | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm | Violence,5.941,false,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm | Violence,112.414,true,true,prompt_response,6,shieldgemma_9b
Mental Manipulation | Physical Harm | Sexual Content,25.656,true,true,prompt_response,2,shieldgemma_9b
Mental Manipulation | Physical Harm | Sexual Content | Violence,5.941,true,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Violence,24.709999999999997,true,true,prompt_response,3,shieldgemma_9b
Mental Manipulation | Privacy Violation,357.8759999999999,false,true,prompt_response,23,shieldgemma_9b
Mental Manipulation | Privacy Violation,12.828,true,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Privacy Violation | Psychological Harm,71.992,false,true,prompt_response,7,shieldgemma_9b
Mental Manipulation | Privacy Violation | Psychological Harm | Violence,10.813,true,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Privacy Violation | Sexual Content,12.828,true,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Psychological Harm,635.8459999999993,false,true,prompt_response,66,shieldgemma_9b
Mental Manipulation | Psychological Harm,426.5109999999995,true,true,prompt_response,41,shieldgemma_9b
Mental Manipulation | Psychological Harm | Sexual Content,5.941,false,true,prompt_response,1,shieldgemma_9b
Mental Manipulation | Psychological Harm | Sexual Content,137.124,true,true,prompt_response,9,shieldgemma_9b
Mental Manipulation | Psychological Harm | Sexual Content | Violence,11.882,true,true,prompt_response,2,shieldgemma_9b
Mental Manipulation | Psychological Harm | Violence,37.538,false,true,prompt_response,4,shieldgemma_9b
Mental Manipulation | Psychological Harm | Violence,54.292,true,true,prompt_response,6,shieldgemma_9b
Mental Manipulation | Sexual Content,49.297,true,true,prompt_response,4,shieldgemma_9b
Mental Manipulation | Violence,139.85799999999998,false,true,prompt_response,7,shieldgemma_9b
Mental Manipulation | Violence,55.361000000000004,true,true,prompt_response,7,shieldgemma_9b
Mental Manipulation | White-Collar Crime,57.253,false,true,prompt_response,5,shieldgemma_9b
Physical Harm,103.48500000000001,false,true,prompt_response,11,shieldgemma_9b
Physical Harm,465.2869999999996,true,true,prompt_response,35,shieldgemma_9b
Physical Harm | Privacy Violation,87.90400000000001,false,true,prompt_response,9,shieldgemma_9b
Physical Harm | Privacy Violation,10.813,true,true,prompt_response,1,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm,43.479,false,true,prompt_response,5,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm,25.656,true,true,prompt_response,2,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm | Sexual Content,12.828,false,true,prompt_response,1,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm | Sexual Content,18.769,true,true,prompt_response,2,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm | Sexual Content | Violence,12.828,true,true,prompt_response,1,shieldgemma_9b
Physical Harm | Privacy Violation | Sexual Content,5.941,false,true,prompt_response,1,shieldgemma_9b
Physical Harm | Privacy Violation | Violence,10.813,false,true,prompt_response,1,shieldgemma_9b
Physical Harm | Privacy Violation | Violence,148.76000000000002,true,true,prompt_response,7,shieldgemma_9b
Physical Harm | Psychological Harm,173.47,false,true,prompt_response,10,shieldgemma_9b
Physical Harm | Psychological Harm,119.39700000000002,true,true,prompt_response,13,shieldgemma_9b
Physical Harm | Psychological Harm | Sexual Content,5.941,false,true,prompt_response,1,shieldgemma_9b
Physical Harm | Psychological Harm | Sexual Content,114.30600000000001,true,true,prompt_response,4,shieldgemma_9b
Physical Harm | Psychological Harm | Sexual Content | Violence,11.882,true,true,prompt_response,2,shieldgemma_9b
Physical Harm | Psychological Harm | Violence,18.769,false,true,prompt_response,2,shieldgemma_9b
Physical Harm | Psychological Harm | Violence,209.43900000000005,true,true,prompt_response,24,shieldgemma_9b
Physical Harm | Sexual Content,5.941,false,true,prompt_response,1,shieldgemma_9b
Physical Harm | Sexual Content,29.582,true,true,prompt_response,3,shieldgemma_9b
Physical Harm | Violence,89.81500000000001,false,true,prompt_response,10,shieldgemma_9b
Physical Harm | Violence,2932.9599999999905,true,true,prompt_response,256,shieldgemma_9b
Privacy Violation,2059.661000000004,false,true,prompt_response,180,shieldgemma_9b
Privacy Violation | Psychological Harm,64.036,false,true,prompt_response,6,shieldgemma_9b
Privacy Violation | Psychological Harm,10.813,true,true,prompt_response,1,shieldgemma_9b
Privacy Violation | Psychological Harm | Sexual Content,36.468999999999994,true,true,prompt_response,3,shieldgemma_9b
Privacy Violation | Psychological Harm | Violence,25.656,false,true,prompt_response,2,shieldgemma_9b
Privacy Violation | Psychological Harm | Violence,38.483999999999995,true,true,prompt_response,3,shieldgemma_9b
Privacy Violation | Sexual Content,37.538,false,true,prompt_response,4,shieldgemma_9b
Privacy Violation | Sexual Content,23.641,true,true,prompt_response,2,shieldgemma_9b
Privacy Violation | Sexual Content | Violence,18.769,true,true,prompt_response,2,shieldgemma_9b
Privacy Violation | Violence,31.596999999999998,false,true,prompt_response,3,shieldgemma_9b
Privacy Violation | Violence,38.483999999999995,true,true,prompt_response,3,shieldgemma_9b
Privacy Violation | White-Collar Crime,268.13800000000003,false,true,prompt_response,17,shieldgemma_9b
Psychological Harm,89.69200000000001,false,true,prompt_response,8,shieldgemma_9b
Psychological Harm,11.882,true,true,prompt_response,2,shieldgemma_9b
Psychological Harm | Sexual Content,35.522999999999996,true,true,prompt_response,4,shieldgemma_9b
Psychological Harm | Sexual Content | Violence,10.813,false,true,prompt_response,1,shieldgemma_9b
Psychological Harm | Sexual Content | Violence,58.095,true,true,prompt_response,5,shieldgemma_9b
Psychological Harm | Violence,49.297,false,true,prompt_response,4,shieldgemma_9b
Psychological Harm | Violence,61.179,true,true,prompt_response,6,shieldgemma_9b
Psychological Harm | White-Collar Crime,12.828,false,true,prompt_response,1,shieldgemma_9b
Sexual Content,138.18500000000003,true,true,prompt_response,18,shieldgemma_9b
Violence,143.038,false,true,prompt_response,15,shieldgemma_9b
Violence,809.9579999999996,true,true,prompt_response,70,shieldgemma_9b
White-Collar Crime,838.7639999999996,false,true,prompt_response,55,shieldgemma_9b
<empty>,68602.89399999857,false,false,response_only,2238,shieldgemma_9b
<empty>,3467.256000000004,true,false,response_only,144,shieldgemma_9b
<empty>,10.813,false,true,response_only,1,shieldgemma_9b
Animal Abuse,193.319,false,true,response_only,24,shieldgemma_9b
Animal Abuse,166.583,true,true,response_only,10,shieldgemma_9b
Animal Abuse | Cybercrime | Drugs,5.941,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Cybercrime | Economic Crime | Human Trafficking,5.941,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Cybercrime | Human Trafficking,44.325,false,true,response_only,1,shieldgemma_9b
Animal Abuse | Cybercrime | Human Trafficking,44.325,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Cybercrime | Privacy Violation,10.813,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Disrupting Public Order | Environmental Damage | Physical Harm | Violence,25.656,true,true,response_only,2,shieldgemma_9b
Animal Abuse | Disrupting Public Order | Physical Harm,12.828,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Disrupting Public Order | Violence,11.882,false,true,response_only,2,shieldgemma_9b
Animal Abuse | Disrupting Public Order | Violence,50.366,true,true,response_only,5,shieldgemma_9b
Animal Abuse | Drugs | Physical Harm,10.813,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Endangering National Security | Environmental Damage,5.941,false,true,response_only,1,shieldgemma_9b
Animal Abuse | Endangering National Security | Privacy Violation,5.941,false,true,response_only,1,shieldgemma_9b
Animal Abuse | Endangering National Security | Privacy Violation,5.941,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Environmental Damage,16.754,false,true,response_only,2,shieldgemma_9b
Animal Abuse | Environmental Damage | Physical Harm,18.769,false,true,response_only,2,shieldgemma_9b
Animal Abuse | Environmental Damage | Physical Harm,18.769,true,true,response_only,2,shieldgemma_9b
Animal Abuse | Environmental Damage | Physical Harm | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Environmental Damage | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Human Trafficking,5.941,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Physical Harm,73.903,false,true,response_only,8,shieldgemma_9b
Animal Abuse | Physical Harm,95.63300000000001,true,true,response_only,9,shieldgemma_9b
Animal Abuse | Physical Harm | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Animal Abuse | Physical Harm | Psychological Harm,18.769,true,true,response_only,2,shieldgemma_9b
Animal Abuse | Physical Harm | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Physical Harm | Violence,24.709999999999997,true,true,response_only,3,shieldgemma_9b
Animal Abuse | Privacy Violation,34.454,false,true,response_only,3,shieldgemma_9b
Animal Abuse | Psychological Harm,10.813,false,true,response_only,1,shieldgemma_9b
Animal Abuse | Psychological Harm | Violence,23.641,false,true,response_only,2,shieldgemma_9b
Animal Abuse | Psychological Harm | Violence,10.813,true,true,response_only,1,shieldgemma_9b
Animal Abuse | Violence,21.626,false,true,response_only,2,shieldgemma_9b
Animal Abuse | Violence,401.9779999999998,true,true,response_only,19,shieldgemma_9b
Copyright Issues,1338.5580000000014,false,true,response_only,80,shieldgemma_9b
Copyright Issues | Cybercrime,380.3249999999999,false,true,response_only,22,shieldgemma_9b
Copyright Issues | Cybercrime | Economic Crime,12.828,false,true,response_only,1,shieldgemma_9b
Copyright Issues | Cybercrime | Economic Crime | Privacy Violation,12.828,false,true,response_only,1,shieldgemma_9b
Copyright Issues | Cybercrime | Environmental Damage,12.828,true,true,response_only,1,shieldgemma_9b
Copyright Issues | Cybercrime | Privacy Violation,50.366,false,true,response_only,5,shieldgemma_9b
Copyright Issues | Disrupting Public Order,10.813,false,true,response_only,1,shieldgemma_9b
Copyright Issues | Drugs,25.656,false,true,response_only,2,shieldgemma_9b
Copyright Issues | Economic Crime,144.93,false,true,response_only,13,shieldgemma_9b
Copyright Issues | Economic Crime | Privacy Violation,12.828,false,true,response_only,1,shieldgemma_9b
Copyright Issues | Economic Crime | Privacy Violation | White-Collar Crime,25.656,false,true,response_only,2,shieldgemma_9b
Copyright Issues | Economic Crime | White-Collar Crime,29.581999999999997,false,true,response_only,3,shieldgemma_9b
Copyright Issues | Privacy Violation,64.036,false,true,response_only,6,shieldgemma_9b
Cybercrime,1454.5839999999998,false,true,response_only,100,shieldgemma_9b
Cybercrime,518.0139999999996,true,true,response_only,47,shieldgemma_9b
Cybercrime | Discriminatory Behavior | Disrupting Public Order | Drugs | Human Trafficking | Insulting Behavior | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Discriminatory Behavior | Insulting Behavior,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order,18.769,false,true,response_only,2,shieldgemma_9b
Cybercrime | Disrupting Public Order | Economic Crime | Endangering National Security,101.47800000000001,false,true,response_only,3,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering National Security,321.38799999999986,false,true,response_only,17,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering National Security,87.781,true,true,response_only,7,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering National Security | Endangering Public Health,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering National Security | Mental Manipulation,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering National Security | Physical Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering National Security | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering National Security | Psychological Harm,25.656,false,true,response_only,2,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering National Security | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering National Security | Violence,25.656,true,true,response_only,2,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering Public Health,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Endangering Public Health | Privacy Violation,10.813,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Environmental Damage,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Environmental Damage,10.813,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Environmental Damage | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Human Trafficking | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Insulting Behavior,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Mental Manipulation,98.71700000000001,false,true,response_only,10,shieldgemma_9b
Cybercrime | Disrupting Public Order | Mental Manipulation,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Physical Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Privacy Violation,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Privacy Violation | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Disrupting Public Order | Violence,25.656,false,true,response_only,2,shieldgemma_9b
Cybercrime | Disrupting Public Order | Violence,36.469,true,true,response_only,3,shieldgemma_9b
Cybercrime | Drugs,130.08700000000002,false,true,response_only,12,shieldgemma_9b
Cybercrime | Drugs,1709.8290000000002,true,true,response_only,100,shieldgemma_9b
Cybercrime | Drugs | Economic Crime,203.15600000000003,false,true,response_only,12,shieldgemma_9b
Cybercrime | Drugs | Economic Crime,383.63599999999985,true,true,response_only,24,shieldgemma_9b
Cybercrime | Drugs | Economic Crime | Endangering National Security,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Drugs | Economic Crime | Human Trafficking,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Drugs | Economic Crime | Privacy Violation,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Drugs | Economic Crime | Privacy Violation,37.538,true,true,response_only,4,shieldgemma_9b
Cybercrime | Drugs | Economic Crime | White-Collar Crime,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Drugs | Endangering National Security,18.769,true,true,response_only,2,shieldgemma_9b
Cybercrime | Drugs | Endangering National Security | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Drugs | Human Trafficking,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Drugs | Human Trafficking | Privacy Violation,10.813,true,true,response_only,1,shieldgemma_9b
Cybercrime | Drugs | Human Trafficking | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Drugs | Mental Manipulation,25.656,true,true,response_only,2,shieldgemma_9b
Cybercrime | Drugs | Physical Harm,44.425,true,true,response_only,4,shieldgemma_9b
Cybercrime | Drugs | Privacy Violation,151.74400000000003,false,true,response_only,5,shieldgemma_9b
Cybercrime | Drugs | Privacy Violation,936.2929999999999,true,true,response_only,69,shieldgemma_9b
Cybercrime | Drugs | Privacy Violation | Sexual Content,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Drugs | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime,1864.8530000000007,false,true,response_only,105,shieldgemma_9b
Cybercrime | Economic Crime,260.305,true,true,response_only,18,shieldgemma_9b
Cybercrime | Economic Crime | Endangering National Security,68.18900000000001,false,true,response_only,8,shieldgemma_9b
Cybercrime | Economic Crime | Endangering National Security,51.312,true,true,response_only,4,shieldgemma_9b
Cybercrime | Economic Crime | Endangering National Security | Mental Manipulation,17.823,false,true,response_only,3,shieldgemma_9b
Cybercrime | Economic Crime | Endangering National Security | Mental Manipulation | White-Collar Crime,5.941,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Endangering National Security | Privacy Violation,25.656,false,true,response_only,2,shieldgemma_9b
Cybercrime | Economic Crime | Endangering National Security | Privacy Violation | Psychological Harm,5.941,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Endangering National Security | Privacy Violation | White-Collar Crime,25.656,false,true,response_only,2,shieldgemma_9b
Cybercrime | Economic Crime | Endangering National Security | White-Collar Crime,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Environmental Damage,16.754,true,true,response_only,2,shieldgemma_9b
Cybercrime | Economic Crime | Human Trafficking,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Human Trafficking,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Human Trafficking | Privacy Violation,18.769,false,true,response_only,2,shieldgemma_9b
Cybercrime | Economic Crime | Human Trafficking | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Human Trafficking | Privacy Violation | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Insulting Behavior,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Insulting Behavior | Privacy Violation,5.941,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Mental Manipulation,68.066,false,true,response_only,6,shieldgemma_9b
Cybercrime | Economic Crime | Mental Manipulation | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Physical Harm,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Physical Harm,24.71,true,true,response_only,3,shieldgemma_9b
Cybercrime | Economic Crime | Physical Harm | Privacy Violation,18.769,false,true,response_only,2,shieldgemma_9b
Cybercrime | Economic Crime | Physical Harm | Psychological Harm,21.626,true,true,response_only,2,shieldgemma_9b
Cybercrime | Economic Crime | Physical Harm | Violence,25.656,true,true,response_only,2,shieldgemma_9b
Cybercrime | Economic Crime | Privacy Violation,1432.0890000000002,false,true,response_only,103,shieldgemma_9b
Cybercrime | Economic Crime | Privacy Violation,86.858,true,true,response_only,7,shieldgemma_9b
Cybercrime | Economic Crime | Privacy Violation | Psychological Harm,42.41,false,true,response_only,4,shieldgemma_9b
Cybercrime | Economic Crime | Privacy Violation | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Privacy Violation | White-Collar Crime,81.96300000000001,false,true,response_only,8,shieldgemma_9b
Cybercrime | Economic Crime | Psychological Harm,25.656,false,true,response_only,2,shieldgemma_9b
Cybercrime | Economic Crime | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Psychological Harm | Violence,10.813,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Economic Crime | Violence,96.57900000000001,true,true,response_only,8,shieldgemma_9b
Cybercrime | Economic Crime | White-Collar Crime,478.62699999999967,false,true,response_only,39,shieldgemma_9b
Cybercrime | Endangering National Security,1032.056,false,true,response_only,80,shieldgemma_9b
Cybercrime | Endangering National Security,247.481,true,true,response_only,13,shieldgemma_9b
Cybercrime | Endangering National Security | Endangering Public Health,38.483999999999995,true,true,response_only,3,shieldgemma_9b
Cybercrime | Endangering National Security | Endangering Public Health | Physical Harm,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Endangering National Security | Endangering Public Health | Psychological Harm,10.813,true,true,response_only,1,shieldgemma_9b
Cybercrime | Endangering National Security | Endangering Public Health | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Endangering National Security | Human Trafficking,5.941,false,true,response_only,1,shieldgemma_9b
Cybercrime | Endangering National Security | Human Trafficking | Privacy Violation | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Endangering National Security | Mental Manipulation,88.74600000000001,false,true,response_only,9,shieldgemma_9b
Cybercrime | Endangering National Security | Physical Harm,87.781,true,true,response_only,7,shieldgemma_9b
Cybercrime | Endangering National Security | Physical Harm | Privacy Violation,5.941,false,true,response_only,1,shieldgemma_9b
Cybercrime | Endangering National Security | Privacy Violation,579.0969999999995,false,true,response_only,46,shieldgemma_9b
Cybercrime | Endangering National Security | Privacy Violation,107.519,true,true,response_only,7,shieldgemma_9b
Cybercrime | Endangering National Security | Privacy Violation | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Endangering National Security | Psychological Harm,5.941,false,true,response_only,1,shieldgemma_9b
Cybercrime | Endangering National Security | Violence,25.656,false,true,response_only,2,shieldgemma_9b
Cybercrime | Endangering National Security | Violence,236.787,true,true,response_only,18,shieldgemma_9b
Cybercrime | Endangering Public Health,38.483999999999995,true,true,response_only,3,shieldgemma_9b
Cybercrime | Endangering Public Health | Environmental Damage,111.34500000000001,true,true,response_only,5,shieldgemma_9b
Cybercrime | Endangering Public Health | Psychological Harm,25.656,true,true,response_only,2,shieldgemma_9b
Cybercrime | Environmental Damage,25.656,false,true,response_only,2,shieldgemma_9b
Cybercrime | Environmental Damage | Privacy Violation,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Environmental Damage | White-Collar Crime,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Mental Manipulation,5.941,false,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Mental Manipulation,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Mental Manipulation | Privacy Violation,38.483999999999995,false,true,response_only,3,shieldgemma_9b
Cybercrime | Human Trafficking | Mental Manipulation | Privacy Violation,50.366,true,true,response_only,5,shieldgemma_9b
Cybercrime | Human Trafficking | Mental Manipulation | Privacy Violation | Psychological Harm,31.596999999999998,true,true,response_only,3,shieldgemma_9b
Cybercrime | Human Trafficking | Physical Harm,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Physical Harm | Privacy Violation,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Physical Harm | Privacy Violation | Psychological Harm | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Physical Harm | Privacy Violation | Sexual Content,5.941,true,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Physical Harm | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Privacy Violation,182.39100000000002,false,true,response_only,13,shieldgemma_9b
Cybercrime | Human Trafficking | Privacy Violation,134.48600000000002,true,true,response_only,18,shieldgemma_9b
Cybercrime | Human Trafficking | Privacy Violation | Psychological Harm,25.656,true,true,response_only,2,shieldgemma_9b
Cybercrime | Human Trafficking | Privacy Violation | Sexual Content,18.769,true,true,response_only,2,shieldgemma_9b
Cybercrime | Human Trafficking | Privacy Violation | Violence,25.656,true,true,response_only,2,shieldgemma_9b
Cybercrime | Human Trafficking | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | Sexual Content,12.828,true,true,response_only,1,shieldgemma_9b
Cybercrime | Human Trafficking | White-Collar Crime,12.828,false,true,response_only,1,shieldgemma_9b
Cybercrime | Insulting Behavior,12.828,false,true,response_only,1,shieldgemma_9b
