category_set,design_weighted_position_estimate,external_unsafe,pku_unsafe,rendering,sample_response_positions,site
Insulting Behavior | Physical Harm | Psychological Harm,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Physical Harm | Psychological Harm,44.425,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Insulting Behavior | Physical Harm | Psychological Harm | Sexual Content,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Physical Harm | Psychological Harm | Violence,31.596999999999998,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Insulting Behavior | Physical Harm | Sexual Content,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Physical Harm | Violence,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Physical Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Privacy Violation,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Privacy Violation,100.62800000000001,true,true,prompt_response,11,deepseek_v4_flash_safety_judge
Insulting Behavior | Privacy Violation | Psychological Harm,268.261,true,true,prompt_response,19,deepseek_v4_flash_safety_judge
Insulting Behavior | Privacy Violation | Psychological Harm | Sexual Content,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Privacy Violation | Psychological Harm | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Psychological Harm,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Psychological Harm,765.5139999999996,true,true,prompt_response,63,deepseek_v4_flash_safety_judge
Insulting Behavior | Psychological Harm | Sexual Content,57.253,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Insulting Behavior | Psychological Harm | Sexual Content | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Psychological Harm | Violence,10.813,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Psychological Harm | Violence,49.297,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Insulting Behavior | Sexual Content,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Insulting Behavior | White-Collar Crime,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Mental Manipulation,228.72699999999998,false,true,prompt_response,18,deepseek_v4_flash_safety_judge
Mental Manipulation,4678.771999999984,true,true,prompt_response,337,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm,42.41,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Privacy Violation,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Privacy Violation | Psychological Harm,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Privacy Violation | Psychological Harm | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Privacy Violation | Sexual Content,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Psychological Harm,156.935,true,true,prompt_response,17,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Psychological Harm | Sexual Content,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Psychological Harm | Sexual Content | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Psychological Harm | Violence,118.355,true,true,prompt_response,7,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Sexual Content,25.656,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Sexual Content | Violence,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Mental Manipulation | Physical Harm | Violence,24.709999999999997,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Mental Manipulation | Privacy Violation,16.754,false,true,prompt_response,2,deepseek_v4_flash_safety_judge
Mental Manipulation | Privacy Violation,353.9499999999999,true,true,prompt_response,22,deepseek_v4_flash_safety_judge
Mental Manipulation | Privacy Violation | Psychological Harm,71.992,true,true,prompt_response,7,deepseek_v4_flash_safety_judge
Mental Manipulation | Privacy Violation | Psychological Harm | Violence,10.813,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Mental Manipulation | Privacy Violation | Sexual Content,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Mental Manipulation | Psychological Harm,1062.3570000000002,true,true,prompt_response,107,deepseek_v4_flash_safety_judge
Mental Manipulation | Psychological Harm | Sexual Content,143.065,true,true,prompt_response,10,deepseek_v4_flash_safety_judge
Mental Manipulation | Psychological Harm | Sexual Content | Violence,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Mental Manipulation | Psychological Harm | Violence,91.83000000000001,true,true,prompt_response,10,deepseek_v4_flash_safety_judge
Mental Manipulation | Sexual Content,49.297,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Mental Manipulation | Violence,195.219,true,true,prompt_response,14,deepseek_v4_flash_safety_judge
Mental Manipulation | White-Collar Crime,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Mental Manipulation | White-Collar Crime,44.425,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Physical Harm,61.075,false,true,prompt_response,7,deepseek_v4_flash_safety_judge
Physical Harm,507.6969999999995,true,true,prompt_response,39,deepseek_v4_flash_safety_judge
Physical Harm | Privacy Violation,98.71700000000001,true,true,prompt_response,10,deepseek_v4_flash_safety_judge
Physical Harm | Privacy Violation | Psychological Harm,69.135,true,true,prompt_response,7,deepseek_v4_flash_safety_judge
Physical Harm | Privacy Violation | Psychological Harm | Sexual Content,31.596999999999998,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Physical Harm | Privacy Violation | Psychological Harm | Sexual Content | Violence,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Physical Harm | Privacy Violation | Sexual Content,5.941,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Physical Harm | Privacy Violation | Violence,159.573,true,true,prompt_response,8,deepseek_v4_flash_safety_judge
Physical Harm | Psychological Harm,69.98100000000001,false,true,prompt_response,3,deepseek_v4_flash_safety_judge
Physical Harm | Psychological Harm,222.886,true,true,prompt_response,20,deepseek_v4_flash_safety_judge
Physical Harm | Psychological Harm | Sexual Content,120.24700000000001,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Physical Harm | Psychological Harm | Sexual Content | Violence,11.882,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Physical Harm | Psychological Harm | Violence,11.882,false,true,prompt_response,2,deepseek_v4_flash_safety_judge
Physical Harm | Psychological Harm | Violence,216.32600000000005,true,true,prompt_response,24,deepseek_v4_flash_safety_judge
Physical Harm | Sexual Content,35.523,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Physical Harm | Violence,35.522999999999996,false,true,prompt_response,4,deepseek_v4_flash_safety_judge
Physical Harm | Violence,2987.251999999989,true,true,prompt_response,262,deepseek_v4_flash_safety_judge
Privacy Violation,228.7,false,true,prompt_response,23,deepseek_v4_flash_safety_judge
Privacy Violation,1830.9610000000037,true,true,prompt_response,157,deepseek_v4_flash_safety_judge
Privacy Violation | Psychological Harm,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Privacy Violation | Psychological Harm,62.02100000000001,true,true,prompt_response,6,deepseek_v4_flash_safety_judge
Privacy Violation | Psychological Harm | Sexual Content,36.468999999999994,true,true,prompt_response,3,deepseek_v4_flash_safety_judge
Privacy Violation | Psychological Harm | Violence,64.14,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Privacy Violation | Sexual Content,12.828,false,true,prompt_response,1,deepseek_v4_flash_safety_judge
Privacy Violation | Sexual Content,48.351,true,true,prompt_response,5,deepseek_v4_flash_safety_judge
Privacy Violation | Sexual Content | Violence,18.769,true,true,prompt_response,2,deepseek_v4_flash_safety_judge
Privacy Violation | Violence,70.081,true,true,prompt_response,6,deepseek_v4_flash_safety_judge
Privacy Violation | White-Collar Crime,268.13800000000003,true,true,prompt_response,17,deepseek_v4_flash_safety_judge
Psychological Harm,101.57400000000001,true,true,prompt_response,10,deepseek_v4_flash_safety_judge
Psychological Harm | Sexual Content,35.522999999999996,true,true,prompt_response,4,deepseek_v4_flash_safety_judge
Psychological Harm | Sexual Content | Violence,68.908,true,true,prompt_response,6,deepseek_v4_flash_safety_judge
Psychological Harm | Violence,25.656,false,true,prompt_response,2,deepseek_v4_flash_safety_judge
Psychological Harm | Violence,84.82000000000001,true,true,prompt_response,8,deepseek_v4_flash_safety_judge
Psychological Harm | White-Collar Crime,12.828,true,true,prompt_response,1,deepseek_v4_flash_safety_judge
Sexual Content,18.769,false,true,prompt_response,2,deepseek_v4_flash_safety_judge
Sexual Content,119.41600000000003,true,true,prompt_response,16,deepseek_v4_flash_safety_judge
Violence,134.982,false,true,prompt_response,11,deepseek_v4_flash_safety_judge
Violence,818.0139999999998,true,true,prompt_response,74,deepseek_v4_flash_safety_judge
White-Collar Crime,57.253,false,true,prompt_response,5,deepseek_v4_flash_safety_judge
White-Collar Crime,781.5109999999995,true,true,prompt_response,50,deepseek_v4_flash_safety_judge
<empty>,70619.22799999829,false,false,response_only,2316,deepseek_v4_flash_safety_judge
<empty>,1450.9220000000016,true,false,response_only,66,deepseek_v4_flash_safety_judge
<empty>,10.813,true,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse,106.46900000000002,false,true,response_only,9,deepseek_v4_flash_safety_judge
Animal Abuse,253.433,true,true,response_only,25,deepseek_v4_flash_safety_judge
Animal Abuse | Cybercrime | Drugs,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Cybercrime | Economic Crime | Human Trafficking,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Cybercrime | Human Trafficking,88.65,true,true,response_only,2,deepseek_v4_flash_safety_judge
Animal Abuse | Cybercrime | Privacy Violation,10.813,true,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Disrupting Public Order | Environmental Damage | Physical Harm | Violence,25.656,true,true,response_only,2,deepseek_v4_flash_safety_judge
Animal Abuse | Disrupting Public Order | Physical Harm,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Disrupting Public Order | Violence,5.941,false,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Disrupting Public Order | Violence,56.307,true,true,response_only,6,deepseek_v4_flash_safety_judge
Animal Abuse | Drugs | Physical Harm,10.813,false,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Endangering National Security | Environmental Damage,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Endangering National Security | Privacy Violation,11.882,true,true,response_only,2,deepseek_v4_flash_safety_judge
Animal Abuse | Environmental Damage,16.754,true,true,response_only,2,deepseek_v4_flash_safety_judge
Animal Abuse | Environmental Damage | Physical Harm,18.769,false,true,response_only,2,deepseek_v4_flash_safety_judge
Animal Abuse | Environmental Damage | Physical Harm,18.769,true,true,response_only,2,deepseek_v4_flash_safety_judge
Animal Abuse | Environmental Damage | Physical Harm | Violence,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Environmental Damage | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Human Trafficking,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Physical Harm,56.307,false,true,response_only,6,deepseek_v4_flash_safety_judge
Animal Abuse | Physical Harm,113.22900000000001,true,true,response_only,11,deepseek_v4_flash_safety_judge
Animal Abuse | Physical Harm | Psychological Harm,31.596999999999998,true,true,response_only,3,deepseek_v4_flash_safety_judge
Animal Abuse | Physical Harm | Psychological Harm | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Physical Harm | Violence,24.709999999999997,true,true,response_only,3,deepseek_v4_flash_safety_judge
Animal Abuse | Privacy Violation,34.454,true,true,response_only,3,deepseek_v4_flash_safety_judge
Animal Abuse | Psychological Harm,10.813,false,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Psychological Harm | Violence,10.813,false,true,response_only,1,deepseek_v4_flash_safety_judge
Animal Abuse | Psychological Harm | Violence,23.641,true,true,response_only,2,deepseek_v4_flash_safety_judge
Animal Abuse | Violence,21.626,false,true,response_only,2,deepseek_v4_flash_safety_judge
Animal Abuse | Violence,401.9779999999998,true,true,response_only,19,deepseek_v4_flash_safety_judge
Copyright Issues,624.4249999999997,false,true,response_only,44,deepseek_v4_flash_safety_judge
Copyright Issues,714.1329999999998,true,true,response_only,36,deepseek_v4_flash_safety_judge
Copyright Issues | Cybercrime,10.813,false,true,response_only,1,deepseek_v4_flash_safety_judge
Copyright Issues | Cybercrime,369.51199999999994,true,true,response_only,21,deepseek_v4_flash_safety_judge
Copyright Issues | Cybercrime | Economic Crime,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Copyright Issues | Cybercrime | Economic Crime | Privacy Violation,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Copyright Issues | Cybercrime | Environmental Damage,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Copyright Issues | Cybercrime | Privacy Violation,50.366,true,true,response_only,5,deepseek_v4_flash_safety_judge
Copyright Issues | Disrupting Public Order,10.813,true,true,response_only,1,deepseek_v4_flash_safety_judge
Copyright Issues | Drugs,25.656,true,true,response_only,2,deepseek_v4_flash_safety_judge
Copyright Issues | Economic Crime,18.769,false,true,response_only,2,deepseek_v4_flash_safety_judge
Copyright Issues | Economic Crime,126.16100000000002,true,true,response_only,11,deepseek_v4_flash_safety_judge
Copyright Issues | Economic Crime | Privacy Violation,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Copyright Issues | Economic Crime | Privacy Violation | White-Collar Crime,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Copyright Issues | Economic Crime | Privacy Violation | White-Collar Crime,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Copyright Issues | Economic Crime | White-Collar Crime,29.581999999999997,true,true,response_only,3,deepseek_v4_flash_safety_judge
Copyright Issues | Privacy Violation,5.941,false,true,response_only,1,deepseek_v4_flash_safety_judge
Copyright Issues | Privacy Violation,58.095,true,true,response_only,5,deepseek_v4_flash_safety_judge
Cybercrime,535.2759999999997,false,true,response_only,30,deepseek_v4_flash_safety_judge
Cybercrime,1437.322,true,true,response_only,117,deepseek_v4_flash_safety_judge
Cybercrime | Discriminatory Behavior | Disrupting Public Order | Drugs | Human Trafficking | Insulting Behavior | Violence,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Discriminatory Behavior | Insulting Behavior,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order,18.769,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Economic Crime | Endangering National Security,101.47800000000001,true,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering National Security,25.656,false,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering National Security,383.51299999999986,true,true,response_only,22,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering National Security | Endangering Public Health,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering National Security | Mental Manipulation,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering National Security | Physical Harm | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering National Security | Privacy Violation,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering National Security | Psychological Harm,25.656,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering National Security | Violence,38.483999999999995,true,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering Public Health,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Endangering Public Health | Privacy Violation,10.813,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Environmental Damage,23.641,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Environmental Damage | Privacy Violation,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Human Trafficking | Privacy Violation,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Insulting Behavior,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Mental Manipulation,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Mental Manipulation,98.71700000000001,true,true,response_only,10,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Physical Harm | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Privacy Violation,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Privacy Violation | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Disrupting Public Order | Violence,62.125,true,true,response_only,5,deepseek_v4_flash_safety_judge
Cybercrime | Drugs,130.31400000000002,false,true,response_only,13,deepseek_v4_flash_safety_judge
Cybercrime | Drugs,1709.6020000000003,true,true,response_only,99,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Economic Crime,31.596999999999998,false,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Economic Crime,555.1949999999996,true,true,response_only,33,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Economic Crime | Endangering National Security,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Economic Crime | Human Trafficking,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Economic Crime | Privacy Violation,50.366,true,true,response_only,5,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Economic Crime | White-Collar Crime,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Endangering National Security,18.769,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Endangering National Security | Privacy Violation,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Human Trafficking,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Human Trafficking | Privacy Violation,10.813,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Human Trafficking | Psychological Harm,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Mental Manipulation,25.656,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Physical Harm,44.425,true,true,response_only,4,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Privacy Violation,94.59100000000001,false,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Privacy Violation,993.4459999999998,true,true,response_only,71,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Privacy Violation | Sexual Content,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Drugs | Violence,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime,323.27599999999995,false,true,response_only,19,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime,1801.8820000000005,true,true,response_only,104,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security,5.941,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security,113.56000000000002,true,true,response_only,11,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security | Mental Manipulation,17.823,true,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security | Mental Manipulation | White-Collar Crime,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security | Privacy Violation,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security | Privacy Violation,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security | Privacy Violation | Psychological Harm,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security | Privacy Violation | White-Collar Crime,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security | Privacy Violation | White-Collar Crime,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Endangering National Security | White-Collar Crime,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Environmental Damage,16.754,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Human Trafficking,25.656,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Human Trafficking | Privacy Violation,31.596999999999998,true,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Human Trafficking | Privacy Violation | Psychological Harm,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Insulting Behavior,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Insulting Behavior | Privacy Violation,5.941,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Mental Manipulation,5.941,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Mental Manipulation,62.125,true,true,response_only,5,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Mental Manipulation | Violence,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Physical Harm,37.538,true,true,response_only,4,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Physical Harm | Privacy Violation,18.769,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Physical Harm | Psychological Harm,21.626,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Physical Harm | Violence,25.656,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Privacy Violation,101.578,false,true,response_only,6,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Privacy Violation,1417.3690000000004,true,true,response_only,104,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Privacy Violation | Psychological Harm,42.41,true,true,response_only,4,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Privacy Violation | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Privacy Violation | White-Collar Crime,81.96300000000001,true,true,response_only,8,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Psychological Harm,38.483999999999995,true,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Psychological Harm | Violence,23.641,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | Violence,109.40700000000001,true,true,response_only,9,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | White-Collar Crime,18.769,false,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Economic Crime | White-Collar Crime,459.8579999999997,true,true,response_only,37,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security,275.06699999999995,false,true,response_only,19,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security,1004.4699999999999,true,true,response_only,74,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Endangering Public Health,38.483999999999995,true,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Endangering Public Health | Physical Harm,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Endangering Public Health | Psychological Harm,10.813,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Endangering Public Health | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Human Trafficking,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Human Trafficking | Privacy Violation | Psychological Harm | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Mental Manipulation,88.74600000000001,true,true,response_only,9,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Physical Harm,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Physical Harm,74.953,true,true,response_only,6,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Physical Harm | Privacy Violation,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Privacy Violation,24.709999999999997,false,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Privacy Violation,661.9059999999996,true,true,response_only,50,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Privacy Violation | Violence,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Psychological Harm,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Violence,50.266000000000005,false,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Endangering National Security | Violence,212.17700000000002,true,true,response_only,18,deepseek_v4_flash_safety_judge
Cybercrime | Endangering Public Health,38.483999999999995,true,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Endangering Public Health | Environmental Damage,111.34500000000001,true,true,response_only,5,deepseek_v4_flash_safety_judge
Cybercrime | Endangering Public Health | Psychological Harm,25.656,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Environmental Damage,12.828,false,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Environmental Damage,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Environmental Damage | Privacy Violation,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Environmental Damage | White-Collar Crime,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Human Trafficking | Mental Manipulation,18.769,true,true,response_only,2,deepseek_v4_flash_safety_judge
Cybercrime | Human Trafficking | Mental Manipulation | Privacy Violation,88.85000000000001,true,true,response_only,8,deepseek_v4_flash_safety_judge
Cybercrime | Human Trafficking | Mental Manipulation | Privacy Violation | Psychological Harm,31.596999999999998,true,true,response_only,3,deepseek_v4_flash_safety_judge
Cybercrime | Human Trafficking | Physical Harm,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Human Trafficking | Physical Harm | Privacy Violation,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Human Trafficking | Physical Harm | Privacy Violation | Psychological Harm | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Human Trafficking | Physical Harm | Privacy Violation | Sexual Content,5.941,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Human Trafficking | Physical Harm | Psychological Harm | Violence,12.828,true,true,response_only,1,deepseek_v4_flash_safety_judge
Cybercrime | Human Trafficking | Privacy Violation,23.641,false,true,response_only,2,deepseek_v4_flash_safety_judge
